0.00411522633744856	0.00411522633744856	0.9917695473251029	
0.002754820936639119	0.002754820936639119	0.9944903581267219	
0.9943342776203967	0.0028328611898017003	0.0028328611898017003	
0.5922330097087378	0.009708737864077669	0.3980582524271844	
0.9622641509433962	0.01886792452830189	0.01886792452830189	
0.006535947712418301	0.9869281045751633	0.006535947712418301	
0.0017152658662092626	0.653516295025729	0.34476843910806176	
0.4440344403444035	0.5547355473554736	0.0012300123001230013	
0.009708737864077669	0.9805825242718446	0.009708737864077669	
0.03886925795053004	0.9575971731448764	0.0035335689045936395	
0.0051813471502590676	0.9896373056994819	0.0051813471502590676	
